Date,雞蛋價格,鴨蛋價格,平均氣溫,最高氣溫,降雨量,入中雞雛數,可產蛋雞隻數_5,日均產蛋箱數_1,日均產蛋箱數_6,淘汰雞隻數量_2,目前換羽隻數,白雞數量,紅雞數量_1,進口雞數量_2,進口雞數量_4,玉米粒價格_6,黃豆粉價格_2,玉米粉價格_6,脫殼豆粉價格_6,高蛋白豆粉價格_2
2019-05-09,26.5,36.0,25.4,33.7,14.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.4,12.15,7.8,13.75,13.23
2019-05-10,26.5,36.0,25.4,33.7,15.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.45,12.15,7.82,13.75,13.23
2019-05-11,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.45,12.15,7.82,13.75,13.24
2019-05-12,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.5,12.15,7.85,13.75,13.24
2019-05-13,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.65,12.15,7.92,13.75,13.27
2019-05-14,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,349300,37300.0,53880.0,35701.0,7.9,12.15,7.97,13.75,13.26
2019-05-15,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.13,12.15,8.1,13.75,13.26
2019-05-16,26.5,36.0,25.4,33.7,21.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.13,12.15,8.1,13.75,13.24
2019-05-17,26.5,36.0,25.4,33.7,21.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.15,12.15,8.25,13.75,13.24
2019-05-18,26.5,36.0,25.4,33.7,43.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.15,12.15,8.25,13.75,13.25
2019-05-19,26.5,36.0,25.4,33.7,10.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.15,12.15,8.35,13.7,13.25
2019-05-20,26.5,36.0,25.4,33.7,175.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.13,12.15,8.35,13.7,13.25
2019-05-21,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,372600,76430.0,53880.0,35701.0,8.1,12.15,8.35,13.7,13.25
2019-05-22,26.5,36.0,25.4,33.7,4.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.9,12.15,8.35,13.7,13.25
2019-05-23,26.5,36.0,25.4,33.7,30.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.9,12.15,8.35,13.7,13.25
2019-05-24,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.9,12.15,8.3,13.7,13.25
2019-05-25,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.9,12.2,8.3,13.7,13.3
2019-05-26,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.87,12.2,8.25,13.65,13.3
2019-05-27,26.5,36.0,25.4,33.7,5.5,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.82,12.2,8.23,13.65,13.28
2019-05-28,26.5,36.0,25.4,33.7,13.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.8,12.25,8.23,13.6,13.34
2019-05-29,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,95970.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.75,12.25,8.2,13.6,13.34
2019-05-30,26.5,36.0,25.4,33.7,0.0,1696064.0,29069345.0,108897.0,94794.0,848085.0,1373700.0,340000,60300.0,53880.0,35701.0,7.75,12.25,8.2,13.6,13.34
2019-05-31,26.5,36.0,25.4,33.7,0.0,1696064.0,28287430.0,112606.0,94794.0,1128526.0,1373700.0,340000,50600.0,29000.0,35701.0,7.75,12.25,8.2,13.7,13.34
2019-06-01,26.5,36.0,28.2,35.6,3.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.35
2019-06-02,26.5,36.0,28.2,35.6,12.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.33
2019-06-03,26.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.33
2019-06-04,24.5,36.0,28.2,35.6,45.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.33
2019-06-05,24.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.33
2019-06-06,24.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,50600.0,29000.0,10396.0,7.75,12.3,8.2,13.7,13.33
2019-06-07,24.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,361900,81100.0,29000.0,10396.0,7.75,12.3,8.18,13.7,13.33
2019-06-08,24.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.75,12.3,8.18,13.7,13.33
2019-06-09,24.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.75,12.3,8.18,13.7,13.33
2019-06-10,24.5,36.0,28.2,35.6,16.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.75,12.3,8.18,13.7,13.33
2019-06-11,22.5,36.0,28.2,35.6,77.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.75,12.3,8.18,13.7,13.31
2019-06-12,22.5,36.0,28.2,35.6,90.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.7,12.3,8.18,13.7,13.31
2019-06-13,22.5,36.0,28.2,35.6,20.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,81100.0,29000.0,10396.0,7.7,12.3,8.18,13.7,13.32
2019-06-14,22.5,36.0,28.2,35.6,57.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,312400,60200.0,29000.0,10396.0,7.65,12.3,8.15,13.65,13.32
2019-06-15,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.65,12.3,8.15,13.65,13.32
2019-06-16,22.5,36.0,28.2,35.6,8.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.63,12.3,8.13,13.65,13.3
2019-06-17,22.5,36.0,28.2,35.6,2.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.6,12.3,8.13,13.65,13.28
2019-06-18,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.55,12.3,8.1,13.65,13.28
2019-06-19,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.52,12.3,8.08,13.6,13.28
2019-06-20,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,60200.0,29000.0,10396.0,7.52,12.3,8.08,13.6,13.28
2019-06-21,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,359800,65300.0,29000.0,10396.0,7.5,12.3,8.05,13.6,13.28
2019-06-22,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.5,12.3,8.05,13.6,13.28
2019-06-23,22.5,36.0,28.2,35.6,41.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.45,12.3,8.04,13.6,13.28
2019-06-24,22.5,36.0,28.2,35.6,58.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.4,12.3,8.0,13.6,13.28
2019-06-25,22.5,36.0,28.2,35.6,0.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.4,12.3,7.98,13.55,13.28
2019-06-26,22.5,36.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.4,12.3,7.95,13.55,13.28
2019-06-27,22.5,38.0,28.2,35.6,3.5,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.4,12.3,7.95,13.55,13.28
2019-06-28,22.5,38.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,341400,65300.0,29000.0,10396.0,7.4,12.3,7.95,13.55,13.28
2019-06-29,22.5,38.0,28.2,35.6,0.0,1447720.0,28287430.0,112606.0,94794.0,1128526.0,1669344.0,282500,65300.0,29000.0,53880.0,7.4,12.3,7.95,13.55,13.27
2019-06-30,22.5,38.0,28.2,35.6,43.5,1447720.0,28287430.0,112606.0,94427.0,1358082.0,1669344.0,282500,65300.0,18080.0,53880.0,7.4,12.3,7.93,13.5,13.27
2019-07-01,22.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.4,12.3,7.93,13.5,13.25
2019-07-02,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.35,12.3,7.9,13.5,13.25
2019-07-03,20.5,38.0,29.4,36.6,2.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.35,12.3,7.87,13.5,13.25
2019-07-04,20.5,38.0,29.4,36.6,1.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.35,12.3,7.87,13.5,13.22
2019-07-05,20.5,38.0,29.4,36.6,6.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.35,12.3,7.87,13.5,13.22
2019-07-06,20.5,38.0,29.4,36.6,12.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.35,12.3,7.87,13.5,13.24
2019-07-07,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,328200,56300.0,18080.0,53880.0,7.4,12.3,7.87,13.5,13.24
2019-07-08,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,7.55,12.3,7.9,13.5,13.22
2019-07-09,20.5,38.0,29.4,36.6,2.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,7.9,12.3,7.97,13.5,13.2
2019-07-10,20.5,38.0,29.4,36.6,12.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,8.05,12.3,8.07,13.5,13.2
2019-07-11,20.5,38.0,29.4,36.6,9.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,8.05,12.2,8.07,13.5,13.2
2019-07-12,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,8.1,12.2,8.15,13.5,13.2
2019-07-13,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,8.1,12.2,8.15,13.5,13.2
2019-07-14,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,397700,59400.0,18080.0,53880.0,8.15,12.2,8.18,13.45,13.2
2019-07-15,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.15,12.2,8.2,13.45,13.2
2019-07-16,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.2,12.2,8.22,13.45,13.2
2019-07-17,20.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.25,12.2,8.24,13.4,13.2
2019-07-18,23.5,38.0,29.4,36.6,6.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.25,12.2,8.24,13.4,13.18
2019-07-19,23.5,38.0,29.4,36.6,4.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.25,12.2,8.24,13.4,13.18
2019-07-20,23.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.25,12.1,8.27,13.4,13.18
2019-07-21,23.5,38.0,29.4,36.6,0.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,390200,48700.0,18080.0,53880.0,8.25,12.1,8.29,13.4,13.12
2019-07-22,23.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.2,12.1,8.29,13.4,13.12
2019-07-23,23.5,38.0,29.4,36.6,12.5,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.2,12.1,8.27,13.4,13.1
2019-07-24,25.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.15,12.1,8.25,13.4,13.1
2019-07-25,25.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.15,12.1,8.25,13.4,13.1
2019-07-26,25.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.15,12.1,8.23,13.4,13.1
2019-07-27,25.5,38.0,29.4,36.6,106.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.15,12.1,8.23,13.4,13.13
2019-07-28,25.5,38.0,29.4,36.6,0.0,1459452.0,27740175.0,110121.0,94427.0,1358082.0,1217149.0,380200,58800.0,18080.0,53880.0,8.15,12.2,8.23,13.4,13.25
2019-07-29,25.5,38.0,29.4,36.6,0.0,1459452.0,30053002.0,110121.0,94427.0,1358082.0,1217149.0,380200,60500.0,18080.0,53880.0,8.15,12.2,8.2,13.4,13.12
2019-07-30,25.5,38.0,29.4,36.6,0.0,1459452.0,30053002.0,110121.0,94427.0,1358082.0,1217149.0,380200,60500.0,18080.0,29000.0,8.15,12.2,8.2,13.4,13.27
2019-07-31,25.5,38.0,29.4,36.6,2.0,1459452.0,30053002.0,107927.0,92545.0,1097604.0,1217149.0,380200,56100.0,0.0,29000.0,8.1,12.2,8.2,13.4,13.27
2019-08-01,25.5,38.0,28.4,36.0,2.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.1,12.2,8.2,13.4,13.22
2019-08-02,25.5,38.0,28.4,36.0,29.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.1,12.2,8.2,13.4,13.22
2019-08-03,25.5,38.0,28.4,36.0,0.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.1,12.2,8.2,13.4,13.22
2019-08-04,25.5,38.0,28.4,36.0,2.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.1,12.2,8.2,13.4,13.2
2019-08-05,25.5,38.0,28.4,36.0,0.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.1,12.3,8.18,13.35,13.2
2019-08-06,25.5,38.0,28.4,36.0,3.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,56100.0,0.0,29000.0,8.0,12.3,8.18,13.35,13.2
2019-08-07,27.5,38.0,28.4,36.0,3.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,350400,70000.0,0.0,29000.0,8.0,12.3,8.18,13.35,13.2
2019-08-08,27.5,38.0,28.4,36.0,1.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.0,12.3,8.18,13.35,13.27
2019-08-09,27.5,38.0,28.4,36.0,54.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.0,12.3,8.18,13.35,13.27
2019-08-10,27.5,38.0,28.4,36.0,1.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.0,12.3,8.18,13.35,13.35
2019-08-11,27.5,38.0,28.4,36.0,42.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.45,12.3,8.15,13.35,13.35
2019-08-12,27.5,38.0,28.4,36.0,119.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.75,12.5,8.2,13.35,13.45
2019-08-13,27.5,38.0,28.4,36.0,34.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,70000.0,0.0,29000.0,8.88,12.5,8.4,13.35,13.5
2019-08-14,27.5,38.0,28.4,36.0,5.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,314200,54300.0,0.0,29000.0,8.9,12.5,8.5,13.35,13.5
2019-08-15,27.5,38.0,28.4,36.0,102.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.9,12.6,8.5,13.35,13.63
2019-08-16,27.5,38.0,28.4,36.0,145.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.9,12.6,8.52,13.35,13.63
2019-08-17,27.5,38.0,28.4,36.0,104.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.9,12.7,8.52,13.35,13.68
2019-08-18,27.5,38.0,28.4,36.0,73.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.9,12.7,8.6,13.35,13.62
2019-08-19,27.5,38.0,28.4,36.0,34.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.9,12.7,8.63,13.35,13.62
2019-08-20,27.5,38.0,28.4,36.0,4.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,54300.0,0.0,29000.0,8.8,12.7,8.63,13.35,13.7
2019-08-21,27.5,38.0,28.4,36.0,1.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,304100,80800.0,0.0,29000.0,8.65,12.7,8.6,13.35,13.7
2019-08-22,27.5,38.0,28.4,36.0,1.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,8.45,12.7,8.6,13.35,13.7
2019-08-23,27.5,38.0,28.4,36.0,0.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,8.45,12.7,8.6,13.35,13.7
2019-08-24,27.5,38.0,28.4,36.0,0.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,7.9,12.7,8.5,13.35,13.73
2019-08-25,27.5,38.0,28.4,36.0,0.5,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,7.6,12.7,8.05,13.35,13.7
2019-08-26,27.5,38.0,28.4,36.0,4.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,7.55,12.7,7.92,13.35,13.69
2019-08-27,27.5,38.0,28.4,36.0,0.0,1289249.0,30053002.0,107927.0,92545.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,7.55,12.7,7.92,13.35,13.68
2019-08-28,27.5,38.0,28.4,36.0,0.0,1289249.0,30053002.0,107927.0,102751.0,1097604.0,457926.0,248500,80800.0,0.0,29000.0,7.55,12.7,7.92,13.35,13.68
2019-08-29,27.5,38.0,28.4,36.0,0.0,1289249.0,31430252.0,107927.0,102751.0,1097604.0,457926.0,228500,80800.0,0.0,18080.0,7.3,12.7,7.9,13.35,13.77
2019-08-30,27.5,38.0,28.4,36.0,0.5,1289249.0,31430252.0,107927.0,102751.0,1358611.0,457926.0,228500,80800.0,41000.0,18080.0,7.3,12.7,7.9,13.35,13.77
2019-08-31,27.5,38.0,28.4,36.0,0.0,1289249.0,31430252.0,114235.0,102751.0,1358611.0,457926.0,228500,70200.0,41000.0,18080.0,7.3,12.7,7.9,13.35,13.67
2019-09-01,27.5,38.0,27.7,35.6,56.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,7.15,12.7,7.7,13.3,13.65
2019-09-02,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,7.1,12.7,7.6,13.3,13.68
2019-09-03,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,7.05,12.7,7.57,13.3,13.68
2019-09-04,27.5,36.0,27.7,35.6,50.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,7.0,12.7,7.54,13.3,13.68
2019-09-05,27.5,36.0,27.7,35.6,14.5,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,7.0,12.6,7.54,13.3,13.65
2019-09-06,27.5,36.0,27.7,35.6,4.5,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,70200.0,41000.0,18080.0,6.95,12.6,7.49,13.3,13.65
2019-09-07,27.5,36.0,27.7,35.6,0.5,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,291200,86400.0,41000.0,18080.0,6.95,12.6,7.49,13.3,13.65
2019-09-08,27.5,36.0,27.7,35.6,5.5,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.2,12.6,7.47,13.3,13.65
2019-09-09,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.3,12.6,7.57,13.3,13.68
2019-09-10,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.5,12.65,7.65,13.3,13.7
2019-09-11,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.6,12.65,7.73,13.3,13.7
2019-09-12,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.6,12.65,7.73,13.3,13.67
2019-09-13,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,86400.0,41000.0,18080.0,7.87,12.65,7.83,13.3,13.67
2019-09-14,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,325500,54750.0,41000.0,18080.0,7.87,12.65,7.83,13.3,13.65
2019-09-15,27.5,36.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.17,12.65,7.98,13.3,13.63
2019-09-16,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.42,12.65,8.1,13.3,13.62
2019-09-17,25.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.6,12.65,8.2,13.3,13.62
2019-09-18,25.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.6,12.65,8.27,13.3,13.62
2019-09-19,25.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.6,12.6,8.27,13.3,13.67
2019-09-20,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,54750.0,41000.0,18080.0,8.65,12.6,8.27,13.3,13.67
2019-09-21,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,314600,67400.0,41000.0,18080.0,8.65,12.6,8.27,13.3,13.65
2019-09-22,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,316500,67400.0,41000.0,18080.0,8.65,12.6,8.3,13.3,13.63
2019-09-23,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,316500,67400.0,41000.0,18080.0,8.65,12.6,8.3,13.3,13.63
2019-09-24,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,316500,67400.0,41000.0,18080.0,8.6,12.6,8.3,13.3,13.62
2019-09-25,27.5,34.0,27.7,35.6,0.0,1821255.0,31430252.0,114235.0,102751.0,1358611.0,1020953.0,316500,67400.0,41000.0,18080.0,8.6,12.6,8.3,13.4,13.62
